id,name,publisher_id,country_id,year_began,year_ended,is_surrogate,notes,url
263,Zenith Publishing Corp.,78,225,1947,1964,0,NULL,NULL
264,Cornell Publishing Corp.,78,225,NULL,1957,0,NULL,NULL
265,Chipiden Publishing Corp.,78,225,1943,1959,0,Chipiden derives from the first names of publisher Martin Goodman's children Chip (Charles) and Iden.,NULL
266,Complete Photo Story Corp.,78,225,1942,1948,0,NULL,NULL
267,Prime Publications Inc.,78,225,1948,1957,0,NULL,NULL
268,Western Fiction Publishing Co. Inc.,78,225,1943,1957,0,NULL,NULL
269,Newsstand Publications Inc.,78,225,1943,1968,0,NULL,NULL
270,Comedy Publications Inc.,78,225,NULL,1946,0,NULL,NULL
271,Fantasy Comics Incorporated,78,225,NULL,1968,0,NULL,NULL
272,Euclid Publishing Company Inc.,78,225,1944,1945,0,NULL,NULL
273,Full Circle Publications Ltd.,3058,225,2004,2005,0,NULL,NULL
274,Alias Enterprises LLC.,2549,225,2005,2008,0,NULL,NULL
275,Ablaze Media Limited,2669,225,2002,2002,0,NULL,NULL
276,Beckett Entertainment Inc.,2469,225,2003,2004,0,NULL,NULL
277,Green Man Press,817,225,1995,1997,0,NULL,NULL
278,Knightstone Comics,5703,225,1997,1997,0,NULL,NULL
279,Personality Comics Inc.,2758,225,1991,1992,0,NULL,NULL
280,Seaquence Graphics,4605,36,1999,1999,0,NULL,NULL
281,Our Army Inc.,112,225,1944,1945,1,It is not entirely clear if this publisher was a surrogate for Chesler or not but most Chesler publications of 1944-1945 were through something like a surrogate relationship.,NULL
282,Alto Publications,112,225,1945,1945,1,Probably a surrogate but this is not confirmed.,NULL
283,Home Guide Publications,112,225,1944,1944,1,"Per Frank Motler in response to Edgar Loftin on the comics-pub list 2012-09-18 Home Guide Publications is an imprint of McCombs:http://www.comics.org/publisher/2117/publisher of Crown Comics.Here it is serving as a surrogate publisher for contents packaged by Harry ""A"" Chesler.",NULL
284,Irwin H. Rubin,112,225,1944,1945,1,NULL,NULL
285,Dynamic Publications,112,225,1944,1944,0,"As Chesler resumed two of his ongoing titles Dynamic Publications returned without the ""Inc."" it had sported before the war.  Whether this is at all significant or just something that got left off at the printer is unknown.It is possible that Dynamic Comics #8 was published as early as 1942 but this has not been confirmed and there is no date anywhere on the issue.  All other issues published by this form of the company were published with 1944 dates.",NULL
286,Flying Stories Inc.,70,225,1941,1953,0,NULL,NULL
287,Grupo Editorial Vid S. A. de C. V.,4516,150,NULL,NULL,0,NULL,NULL
288,Real Adventures Publishing Co. Inc.,70,225,1938,1954,0,NULL,NULL
289,Glen-Kel Publishing Co. Inc.,70,225,1940,1954,0,NULL,NULL
290,Fight Stories Inc.,70,225,1940,1954,0,NULL,NULL
291,Love Romances Publishing Co. Inc.,70,225,1940,1954,0,NULL,NULL
292,Wings Publishing Co. Inc.,70,225,1940,1954,0,NULL,NULL
293,Maerkle Press,4600,225,2003,NULL,0,NULL,NULL
294,Editorial Art Syndicate - Wm. H. Wise & Co. Inc. Publishers,1972,225,1944,1944,1,NULL,NULL
295,Cartoon Books,672,225,NULL,NULL,0,NULL,NULL
296,Non-Pareil Publishing Corp.,78,225,1946,1972,0,NULL,NULL
297,Male Publishing Corp.,78,225,1952,1967,0,NULL,NULL
298,Mutual Magazine Corp.,78,225,1949,1957,0,NULL,NULL
299,Postal Publications Inc.,78,225,1948,1957,0,NULL,NULL
300,Lion Books Inc.,78,225,NULL,1968,0,NULL,NULL
301,Sports Action Inc.,78,225,1950,1957,0,NULL,NULL
302,Olympia Publications Inc.,78,225,1956,1968,0,NULL,NULL
303,Foto Parade Inc.,78,225,1951,1959,0,NULL,NULL
304,Atlas Magazines Inc.,78,225,1955,1968,0,NULL,NULL
305,Emgee Publications Inc.,78,225,1956,1957,0,Emgee possibly refers to Martin Goodman's initials M. G.,NULL
306,Sphere Publications Inc.,78,225,1946,1959,0,NULL,NULL
307,Vista Publications Inc.,78,225,1957,1970,0,NULL,NULL
308,Jaygee Publications Inc.,78,225,NULL,1957,0,NULL,NULL
309,Classic Syndicate Inc.,78,225,1950,1957,0,NULL,NULL
310,Miss America Publishing Corp.,78,225,1944,1959,0,NULL,NULL
311,Dark Horse Comics Publishing Co.,512,225,NULL,NULL,0,Used in Dark Horse books around 1987.,NULL
312,Devil's Due Publishing Inc.,2066,225,NULL,NULL,0,NULL,NULL
313,Dark Horse Comics,512,225,NULL,2003,0,NULL,http://www.darkhorse.com/
314,Fun Publications,5176,225,NULL,NULL,0,NULL,NULL
315,Childrens Comics Publishers Inc.,50,225,1945,1950,0,"See also ""Children's Comics Publishers Inc."" (with apostrophe).One of these two forms of the Childrens/Children's name reappears for a single comic in 1950 but it is not known which one.",NULL
316,Children's Comics Publishers Inc.,50,225,1946,1946,0,"See also ""Childrens Comics Publishers Inc."" (without apostrophe).One of these two forms of the Childrens/Children's name reappears for a single comic in 1950 but it is not known which one.",NULL
317,Ape Entertainment,3450,225,NULL,NULL,0,NULL,http://www.apecomics.com/
318,A. A. Wyn Inc.,84,225,NULL,NULL,0,NULL,NULL
319,Fawcett Publications Inc.,1115,225,1919,1977,0,NULL,NULL
320,CBS Publications The Consumer Publishing Division of CBS Inc.,1115,225,1972,1982,0,NULL,NULL
321,CBS Educational and Professional Publishing a division of CBS Inc.,1115,225,1981,1982,0,NULL,NULL
322,Mortrik Forlag,1629,160,NULL,NULL,0,NULL,NULL
323,Titan Books,543,75,1981,NULL,0,NULL,http://titanbooks.com/
324,Gilbert Publishing,5716,225,2007,2007,0,NULL,NULL
325,Ballantine Books,1115,225,1982,2000,0,NULL,http://www.randomhouse.com/
327,Gem Publications Inc.,78,225,1945,1959,0,Used until the end of 1958 (last cover-date: Feb 1959),NULL
328,Paisley Publications,454,225,1981,2003,0,NULL,NULL
329,Magazine Enterprises,145,225,1943,1956,0,11 Park Place New York N.Y.,NULL
330,Magazine Enterprises Inc.,145,225,1946,1951,0,NULL,NULL
331,ASTER S.r.l.,602,106,NULL,NULL,0,NULL,NULL
332,Charlton Comics Inc.,50,225,1946,1953,0,"See also Charlton Comics (no "" Inc."")",NULL
333,Charlton Comics,50,225,1954,1961,0,See also Charlton Comics Inc.,NULL
334,The Frank Comunale Publishing Company,50,225,1944,1945,0,NULL,NULL
335,Great Comics Publications Inc.,114,225,1941,1942,0,While this publisher shares an address (220 West 42nd St. New York City) with some Holyoke and Temerson companies that building contains multiple offices and the distributor and creative staff of this company are different than those.  For these reasons there is believed to be no direct relationship between Great Comics Publications Inc. and any other comics publishing company.,NULL
336,Fawcett Publications Inc.,88,225,1940,1977,0,Fawcett discontinued its comics line in 1954 but published some books containing comic content into at least the 1970s.,NULL
337,Sussex Publishing Company Inc.,145,225,1955,1958,0,11 Park Place New York N. Y.,NULL
338,Archie Music Corp.,71,225,1969,1989,0,Dates uncertain.,NULL
339,Sanoma Uitgevers BV,3093,159,2001,2011,0,NULL,http://www.sanoma.nl/
340,Brainstorm Comics Inc.,3336,225,NULL,NULL,0,NULL,NULL
341,Perfect Film & Chemical Corp.,78,225,1968,1969,0,Only appears in November 1968 through February 1969 issues.,NULL
342,Verlag Internationale Klassiker GmbH,3532,54,1956,1957,0,NULL,NULL
343,Bildschriftenverlag GmbH,3532,54,1957,1973,0,NULL,NULL
344,Williams Verlag GmbH,3532,54,1973,1979,0,NULL,NULL
345,Klaus Recht GmbH,3532,54,1974,1976,0,NULL,NULL
346,Moonstone Entertainment Inc,1027,225,1996,NULL,0,NULL,http://www.moonstonebooks.com/
347,Lev Gleason Enterprises Corp.,77,225,1954,1956,0,NULL,NULL
348,Lev Gleason Publications Inc.,77,225,1946,1956,0,NULL,NULL
349,Gilberton Company Inc.,113,225,NULL,NULL,0,NULL,NULL
350,Simcoe Publishing and Distributing Co.,2179,36,1949,1951,0,Address given as 70 Mutual Street Toronto 2 Ontario during 1950.,NULL
351,Champ Publishing Company,76,225,1941,1942,0,Not properly a Harvey company this was one of two companies owned by Leo Greenwald who also worked for distributor P.D.C.  The other company was Speed Publishing Company which published two issues of Speed Comics.  Both of these companies sold (or by some accounts gave) their titles to early Harvey companies (in this case Family Comics Inc.) whose titles were also being distributed by P.D.C.Champ Publishing Company bought (and/or was created to publish) Champion Comics previously published by Worth Publishing Company Inc.  It was renamed to Champ Comics with the first issue under the new name (#11) still published by Worth Publishing Company Inc. but already edited and (according to the statement of ownership in issue #12) co-owned by Leo Greenwald.Address for both Champ Publishing Company and Leo Greenwald(indicia for Champ Comics #12 as well as October 1st 1941 Statement of Ownership from #17):225 West 56th Street New York N. Y.Address for both Worth Publishing Co. Inc. and Leo Greenwald(October 14th 1940 Statement of Ownership from #12)122 East 42nd St. New York N. Y.See also Bilbara Publishing Co. Inc. and Hit Publishing Co. Inc. as both along with Worth Publishing Co. Inc. were related to Worth Carnahan.The above information was assembled by Henry Andrews Frank Motler Steven Rowe Bob Hughes www.bipcomics.com and www.goldenagecomics.co.uk.,NULL
352,Speed Publishing Company,76,225,1941,1941,0,Not properly a Harvey company this was one of two companies owned by Leo Greenwald who also worked for distributor P.D.C. The other company was Champ Publishing Company which published several issues of Champ Comics. Both of these companies sold (or by some accounts gave) their titles to early Harvey companies (in this case Alfred Harvey) whose titles were also being distributed by P.D.C. Speed Publishing Company bought (and/or was created to publish) Speed Comics previously published by Brookwood Publishing Company Inc. which was associated with Frank Z. Temerson.  See also other Temerson companies especially the concurrently active Tem Publishing Co. Inc. and Nita Publishing Co. Inc.  as well as their immediate successor Helnit Publishing Co. Inc. which published the initial issues of later Harvey series Green Hornet Comics.The above information was assembled by Henry Andrews Frank Motler Steven Rowe Bob Hughes www.bipcomics.com and www.goldenagecomics.co.uk.,NULL
353,Comic Magazines Inc.,67,225,1940,1943,0,"Directly followed by Comic Magazines (with no "" Inc."")",NULL
354,E. M. Arnold,67,225,1939,1949,0,"Followed Everett M. Arnold as the listed publisher of Smash Comics (The ""Everett M. Arnold"" form of the publisher's name returned in 1950 on other titles).",NULL
355,Literary Enterprises Inc.,1972,225,1952,1959,0,editorial and executive offices at 10 East 40th Street New York 16 N. Y.other address listed in indicia: 163 Pratt Street Meriden Conn. was the office of their printer; Curtiss Way Corp. which from 1942 to 1960 was a division of Eastern Color Printing.,NULL
356,Fanfare,4137,75,2005,NULL,0,NULL,NULL
357,Ponent Mon s.l.,4136,65,2007,NULL,0,NULL,NULL
359,FantaCo Enterprises,1792,225,1978,1998,0,NULL,NULL
360,Tokyopop Inc.,2210,225,2001,NULL,0,NULL,NULL
361,Horizont Verlag,677,54,NULL,NULL,0,NULL,NULL
362,Leading Magazine Corp.,78,225,NULL,1968,0,NULL,NULL
363,alpha-comic verlag gmbh,641,54,NULL,NULL,0,NULL,NULL
364,Edition Kunst der Comics GmbH,641,54,NULL,NULL,0,NULL,NULL
365,Splitter-Verlag GmbH,829,54,1988,2000,0,NULL,NULL
366,Geo. A. Pflaum Publisher Inc.,170,225,NULL,NULL,0,NULL,NULL
367,Disney Book Publishing,637,225,NULL,NULL,0,This publisher was operating in 1997.,NULL
368,Graphitti Designs Inc.,610,225,NULL,NULL,0,NULL,NULL
369,Garzanti,4673,106,NULL,NULL,0,NULL,NULL
370,Sergio Bonelli Editore S.p.A.,164,106,NULL,NULL,0,NULL,NULL
371,Edizioni Araldo,164,106,NULL,NULL,0,NULL,NULL
372,Comic Art S.r.l.,436,106,NULL,NULL,0,NULL,NULL
373,Sad Sack Inc.,76,225,1973,1982,0,NULL,NULL
374,Norsk Barneblads Forlag,1605,160,NULL,NULL,0,NULL,NULL
375,Valiant,303,225,1990,1998,0,NULL,NULL
376,Astorina S.r.l.,602,106,NULL,NULL,0,NULL,NULL
377,Editrice Cenisio,344,106,NULL,NULL,0,NULL,NULL
378,Edizioni IF srl,3451,106,NULL,NULL,0,NULL,NULL
379,The Walt Disney Company Italia S.p.A.,420,106,NULL,NULL,0,NULL,NULL
381,Bard Publishing Corp.,78,225,1945,1968,0,NULL,NULL
382,Skyline Publications Inc.,78,225,NULL,1957,0,NULL,NULL
383,Exclusive Detective Stories Inc.,78,225,NULL,1968,0,NULL,NULL
384,Illustrated Humor Inc.,76,225,1959,1972,0,NULL,NULL
385,Det Norske Samlaget,1587,160,NULL,NULL,0,NULL,NULL
386,Atlantic Forlag a.s.,1555,160,NULL,NULL,0,NULL,NULL
387,Hermon Forlag,1678,160,NULL,NULL,0,NULL,NULL
391,Novelty Press Inc.,100,225,NULL,NULL,0,NULL,NULL
392,Wilson Publishing Company of Toronto Limited,2164,36,1947,1951,0,NULL,NULL
393,Desperado Publishing,4039,225,NULL,NULL,0,NULL,http://www.desperadopublishing.com/
394,Mainline Publications Inc.,2515,225,NULL,NULL,0,NULL,NULL
395,K. K. Publications Inc.,61,225,1942,1962,0,Not technically a Dell indicia publisher but because Red Ryder and Walt Disney's Comics and Stories carried a Dell emblem after 1948 we list those two titles here. All other K. K. Publications are found under Western.,NULL
396,Archie Enterprises Inc.,71,225,1970,1992,0,NULL,NULL
397,Export Publishing Enterprises Ltd.,2182,36,1948,1951,0,NULL,NULL
398,Derby Publishing Company,2165,36,1948,1952,0,NULL,NULL
399,Warren Publishing Company,279,225,NULL,NULL,0,NULL,NULL
401,Marvel Worldwide Inc.,78,225,2010,NULL,0,A subsidiary of Marvel Entertainment LLC.This first appeared on most (but not all) Marvel issues cover-dated April 2010.,http://www.marvel.com/
402,Horwitz Publications Inc.,5796,14,NULL,NULL,0,NULL,NULL
403,Lamp Post Publications,2093,225,NULL,NULL,0,NULL,NULL
404,Yaffa Publishing Group (Page Publications Pty. Ltd. Division),1064,14,NULL,NULL,0,NULL,NULL
405,Windjammer,303,225,1995,1995,0,NULL,NULL
406,Page Publications Pty. Ltd.,1064,14,NULL,NULL,0,NULL,NULL
407,Farrell Comics Inc.,226,225,NULL,NULL,0,NULL,NULL
408,Superior Comics Inc.,226,225,NULL,NULL,0,NULL,NULL
409,Beyond Comics,2865,225,2001,2001,0,NULL,NULL
410,El Capitán Books,961,225,1995,NULL,0,NULL,NULL
411,Papercutz,525,225,2005,NULL,0,NULL,NULL
412,Americanime Corporation,5805,225,2005,NULL,0,NULL,NULL
413,Ziff-Davis Publishing Company,212,225,NULL,NULL,0,NULL,NULL
414,Junior Books Inc.,84,225,NULL,NULL,0,NULL,NULL
415,Noregs Boklag,1576,160,NULL,NULL,0,NULL,NULL
416,Famous Funnies Publications,51,225,1950,1956,0,NULL,NULL
417,Carbon-Based Books,5798,225,2000,NULL,0,NULL,http://www.billknappart.com/carbon/index.html
418,Unity Publishing Corp.,84,225,NULL,NULL,0,NULL,NULL
419,Atlas Publications Pty. Ltd.,5812,14,NULL,NULL,0,NULL,NULL
420,Current Books Inc.,84,225,NULL,NULL,0,NULL,NULL
421,De Lombard Uitgaven,4508,20,NULL,NULL,0,NULL,NULL
423,SLG Publishing,538,225,1986,NULL,0,NULL,NULL
424,Consolidated Press Limited,5327,14,NULL,NULL,0,168 Castlereagh Street Sydney,NULL
425,Harris Publications Inc.,682,225,NULL,NULL,0,NULL,NULL
426,Abstract Studio Inc.,1879,225,NULL,NULL,0,NULL,http://AbstractStudioComics.com/
427,Dargaud Benelux,4473,20,NULL,NULL,0,NULL,NULL
428,Drukkerij-Uitgeverij Helmond,3371,159,NULL,NULL,0,NULL,NULL
429,Sanoma Uitgevers,3093,159,2002,2009,0,NULL,NULL
430,Ardden Entertainment,4580,225,NULL,NULL,0,NULL,NULL
431,Publications Services Limited,2162,36,1948,1950,0,Note the s at the end of Publications.  We currently have the master publisher as singular unknown if this is correct.,NULL
432,Forlaget Oppland Magasin,1650,160,NULL,NULL,0,NULL,NULL
433,Arnoldo Mondadori Editore S.p.A.,196,106,NULL,NULL,0,NULL,NULL
434,Marvel Comics UK LTD,3174,75,NULL,NULL,0,NULL,NULL
435,Alfred Harvey,76,225,1941,1942,0,The first proper Harvey publisher (or rather Alfred Harvey simply publishing the first few books under his own name) operating alongside and co-advertising with John F. Mahon and Leo Greenwald's Champ Publishing Company.  Harvey also bought (or according to some sources was given) Greenwald's Speed Comics to run alongside his original title Pocket Comics.  Both of these as well as Mahon's Spitfire Comics (but not Greenwald's Champ Comics) were published in a 100 page digest size.  After the failure of this format experiment Harvey would regroup with his brothers to form Family Comics Inc. the primary long-term predecessor to Harvey Publications Inc.The above information was assembled by Henry Andrews Frank Motler Steven Rowe Bob Hughes www.bipcomics.com and www.goldenagecomics.co.uk.,NULL
436,John F. Mahon,76,225,1941,1941,0,"Published the only two issues of Spitfire Comics starting at the same time as Alfred Harvey's first title Pocket Comics and in the same short-lived 100-page digest format.  Both titles as well Harvey's Speed Comics (acquired from Leo Greenwald and changed to the digest size) and Greenwald's regular-sized Champ Comics advertised for each other but the exact relationship between Mahon and Harvey for this venture is unknown.  However Spitfire Comics is generally considered to be part of the beginning of Harvey ""proper"".The above information was assembled by Henry Andrews Frank Motler Steven Rowe Bob Hughes www.bipcomics.com and www.goldenagecomics.co.uk.",NULL
