id,name,country_id,year_began,year_ended,notes,url
6225,Underground Comics,36,1992,1992,Montreal publisher,NULL
6226,Ekholm & Tegebjer Förlags AB,189,2010,NULL,NULL,http://ekholmtegebjer.se/
6227,Mockingbird Studios,225,1992,1992,NULL,NULL
6228,JQ Productions,225,1992,1992,Philadelphia PA publisher,NULL
6229,Γιώργος Τσούκης,86,1995,NULL,Self-published comics by Giorgos Tsoukis.Αυτοεκδόσεις κόμικς του Γιώργου Τσούκη.,http://www.tsoukis.gr/
6230,Blue Cat,36,1991,1991,NULL,NULL
6231,Xpress Ink,225,1991,1992,NULL,NULL
6232,Rocket Comics,225,1992,1992,Not to be confused with the Rocket Comics brand later used by Dark Horse.,NULL
6234,O₂H Books,86,2000,NULL,Greek publisher based in Thessaloniki. Has published in Greek translation comics from 2000 AD (Judge Dredd Sinister Dexter Slaine etc.) as well as some books by Giorgos Tsoukis.Εκδότης από τη Θεσσαλονίκη. Έχει εκδόσει στα Ελληνικά κόμικς από το 2000 AD (Judge Dredd Sinister Dexter Slaine κλπ.) καθώς και κάποια βιβλία του Γιώργου Τσούκη.,NULL
6235,Editions du Fromage,72,1972,1982,Created by Nikita Mandryka Marcel Gotlib and Claire Bretécher.,NULL
6236,Albin Michel,72,1900,NULL,NULL,http://www.albin-michel.fr/
6237,Vents d'Ouest,72,1981,NULL,NULL,http://www.ventsdouest.com/
6238,Aaaahh!! Comics,225,1992,1994,Joplin MO publisher,NULL
6239,Future-Fun,225,1991,1991,Manhattan Beach CA publisher,NULL
6240,Impelling Ideas,225,1991,1991,Lincoln Mass. publisher,NULL
6241,Wilhelm Hansens Forlag,56,NULL,NULL,NULL,NULL
6242,Bazar förlag,189,2004,NULL,NULL,NULL
6243,Owe Junsjö,189,2005,2005,Publishing year is in dispute,NULL
6244,Salvekvack,189,2000,2000,NULL,NULL
6245,Arte,56,NULL,NULL,NULL,NULL
6246,Lutherhjälpen,189,NULL,NULL,NULL,NULL
6247,Svenska metallindustriarbetarförbundet avdelning 112,189,2002,2002,NULL,NULL
6248,Libris,189,NULL,NULL,NULL,NULL
6249,Comic Creations,225,1992,1993,Red Bank TN publisher,NULL
6250,Blue Knight Productions,225,1991,1993,NULL,NULL
6251,Webb Graphics,225,1991,1992,NULL,NULL
6252,Tempo Studios,225,1992,1992,NULL,NULL
6253,Original; Linda Shamma Östrand,189,2003,2003,NULL,NULL
6254,United Publications,75,1999,NULL,UK-based publisher specializing in anthropomorphic/furry comics. Part of United Publications Distribution Ltd.,http://www.up1.co.uk/
6255,Fishtales Inc. Publishing,225,1992,1992,NULL,NULL
6256,Splash Comics UK,75,1997,1997,NULL,NULL
6257,Tom P. Gasparotti; R.T. Reece; Hector Tellez; Larry Todd,225,1973,1973,Copyright by the artists. Logo is an old time galleon type ship in a triangle.,NULL
6258,Storm Lion Publishing,190,2010,NULL,This company is located in Singapore but it publishes comics for the North American market.,http://www.stormlion.com/
6259,Taxi Comics,75,1992,1994,NULL,NULL
6260,To Yield Press,75,1993,1993,NULL,NULL
6261,Red Ink,225,1997,NULL,NULL,http://reddingk.com/index.html
6262,Ken-Dass-Win,36,1996,NULL,NULL,NULL
6263,Bømloteateret / Mostraspelet,160,NULL,NULL,NULL,NULL
6264,Paper Dream Productions,225,2009,NULL,NULL,http://paperdreamproductions.com/
6265,MRD AB (Magnusson Rahm Design AB),189,2003,2003,NULL,NULL
6266,David McGuire,225,2010,NULL,Self-publisher.,http://gastrophobia.com/
6267,Birch Control [Laura Kenins],36,2003,NULL,Self publisher from Halifax Nova Scotia.,http://www.narwhalfactory.com/
6268,Tundra Books,36,1967,NULL,Candadian children's publisher.  Owned by McClelland & Stewart as of 1995 but appears to have an arms-length relationship with them.,http://www.tundrabooks.com/
6269,Cloudscape,36,2007,NULL,Comics collective/publisher from Vancouver British Columbia.,http://cloudscapecomics.com/
6270,Matt Wiegle,225,2002,NULL,Self publisher from Brooklyn NY.  Date began is a guess based on his compilation of short stories that date back to 2002.,NULL
6271,Jason Turner Project,36,2000,NULL,Self publisher from Vancouver British Columbia.  Also does work with New Reliable Press.,http://www.jasonturnerproject.com/
6272,Conundrum Press,36,2005,NULL,Canadian publisher of graphic novels and other books.  Based in Montreal Quebec and Greenwich Nova Scotia.,http://www.conundrumpress.com/
6273,Powered by Robots [Julia Scheele],75,2008,NULL,Self publisher from Great Britain.,http://www.poweredbyrobots.co.uk/
6274,Zoo Arsonist Press,225,1995,1997,NULL,NULL
6275,Dare to Dream,225,1992,1992,NULL,NULL
6276,Mauretania Comics,75,1992,1994,NULL,NULL
6277,Media Comics,225,1992,1992,NULL,NULL
6278,Max North Alaska Comics,225,1992,1993,Anchorage AK publisher.,NULL
6279,Martyr Press,225,1992,1994,Peabody MA publisher.,NULL
6280,Thunderhill Comics,225,1992,1992,NULL,NULL
6281,Rönnells antikvariat,189,2001,2003,NULL,NULL
6282,Kerberos,189,1965,1970,NULL,NULL
6283,Bergsala AB,189,1999,2000,NULL,NULL
6284,Netcomics,225,2006,NULL,Netcomics publishes Korean manhwa in America and is affiliated with Korean publisher Ecomic Media (Ecomix).  Established in 2005 but did not publish anything until 2006.  ,http://www.netcomics.com/
6285,Optimal; HDK; Göteborgs universitet,189,2005,2005,NULL,NULL
6286,Victoryhemsidan,189,2004,2004,NULL,NULL
6287,Lystring,189,2003,2003,NULL,NULL
6288,Silver Skull Studio,225,1993,1993,NULL,NULL
6289,Radioactive Comics,225,1992,1992,NULL,NULL
6290,Bugged-Out Comics,225,1992,1993,Spartanburg SC publisher,NULL
6291,Doug Baron,225,1992,1993,Publisher logo switches from Jump Back to Wolf Press to Jump Back on this publisher's one title but worldcat.org lists the publisher of record as Doug Baron.,NULL
6292,Lou Patnode,225,1992,1992,NULL,NULL
6293,Universal Comics,225,1992,1992,NULL,NULL
6294,Darque Studios,225,1993,1993,Orange CA publisher,NULL
6295,Conrad Editora,29,1994,NULL,NULL,http://www.lojaconrad.com.br/lojas/CONRAD/institucional.cfm
6296,Blue Sky Blue,225,1992,1994,Long Beach NY publisher.,NULL
6297,Lion Publishing,225,1992,1993,Batavia IL publisher.,NULL
6298,Dilemma Productions,225,1993,1994,NULL,NULL
6299,B.S. Productions,225,1992,1993,Denton TX publisher.,NULL
6300,Blazer Studios,225,1992,1995,New York NY publisher,NULL
6301,Image Design Service,225,1989,1989,Memphis TN publisher.,NULL
6302,Fantask,56,NULL,NULL,NULL,NULL
6303,Eugenus,225,1992,1993,Jefferson Valley NY publisher.,NULL
6304,Silhouette Studios,225,1987,1994,New York NY publisher.,NULL
6305,Sidebar Books,225,1992,1992,New York NY publisher.,NULL
6306,Approbation Comics,225,2002,2005,Louisville KY publisher.,http://www.approbationcomics.com/
6307,Wooley Comics,225,1992,1992,San Francisco CA publisher.,NULL
6308,Fast Fiction ,75,1982,1990,NULL,NULL
6309,Gary and Warren Pleece,75,1988,1991,NULL,NULL
6310,Tom Galambos,225,1996,1999,NULL,http://www.tomgalambos.com/
6311,Shadow Studios,225,1998,1998,NULL,NULL
6312,Vagabond Press Inc,225,1995,1998,NULL,NULL
6314,Γιάννης Δαλκίδης,86,2010,NULL,Self-published books by Yannis DalkidisΑυτοεκδόσεις του Γιάννη Δαλκίδη,http://wazuka.deviantart.com/
6315,Studio Chikara,225,1999,1999,NULL,NULL
6316,Vega Forlag,160,2003,NULL,NULL,http://www.vegaforlag.no/
6317,Ulstadløkken Forlag,160,2010,NULL,NULL,http://ulstadlokken.blogspot.com/
6319,ESA publications division ESTEC,159,NULL,NULL,NULL,NULL
6320,Det københavnske forlag,56,NULL,NULL,NULL,NULL
6321,Poesiens Venner,56,NULL,NULL,NULL,NULL
6322,Gyldendal,56,NULL,NULL,NULL,NULL
6323,H. Hagerups forlag,56,NULL,NULL,NULL,NULL
6324,Illustrationsforlaget,56,NULL,NULL,NULL,NULL
6325,Irma,56,NULL,NULL,NULL,NULL
6326,Serieforlaget,56,NULL,NULL,NULL,NULL
6327,Stenby,56,NULL,NULL,NULL,NULL
6328,Superprima press,56,NULL,NULL,NULL,NULL
6329,Tiderne skifter,56,NULL,NULL,NULL,NULL
6330,Williams,56,NULL,1976,Interpresse acquired the Danish part of Williams around July/August 1976,NULL
6332,Cosmos Comics,56,NULL,NULL,NULL,NULL
6333,Specialpædagogisk Forlag Herning,56,NULL,NULL,NULL,NULL
6334,Progressive Publishing,56,NULL,NULL,NULL,NULL
6335,2 Feet Entertainment,56,NULL,NULL,NULL,NULL
6336,Frederik E,56,NULL,NULL,NULL,NULL
6337,Melbyhus,56,NULL,NULL,NULL,NULL
6338,I.K. [Illustrerede klassikere],56,1955,1976,NULL,NULL
6339,Semic Interpresse,56,1991,1997,Continued as Semic Interpresse after SEMIC Forlagene A/S split Interpresse and Carlsen into two seperate entities again. Was bought and continued by Egmont on the 2. July 1997 as Egmont Seriefolaget.,NULL
6340,Forlaget Skipper Klement,56,NULL,NULL,NULL,NULL
6341,G·Floy Studio,56,NULL,NULL,NULL,NULL
6342,Forlaget Modtryk,56,NULL,NULL,NULL,NULL
6343,Dansk Supermarked A/S Kellogg's,56,NULL,NULL,NULL,NULL
6344,McDonald's,56,NULL,NULL,NULL,NULL
6345,Politikens Forlag,56,NULL,NULL,NULL,NULL
6346,Unknown Danish publisher,56,NULL,NULL,NULL,NULL
6347,Vestforbrænding,56,NULL,NULL,NULL,NULL
6348,Fahrenheit,56,NULL,NULL,NULL,http://forlaget-fahrenheit.dk/
6349,Bramsen & Hjort,56,NULL,NULL,NULL,NULL
6350,Holkenfeldt,56,NULL,NULL,NULL,NULL
6351,Høst & Søn,56,NULL,NULL,NULL,NULL
6352,Forlaget Politisk Revy,56,1963,NULL,NULL,http://www.forlagene.dk/politiskrevy/PolRevy.htm
6353,Herodot,56,NULL,NULL,NULL,NULL
6354,Wangels Forlag,56,NULL,NULL,NULL,NULL
6355,Demos,56,NULL,NULL,NULL,NULL
6356,GMT,56,NULL,NULL,NULL,NULL
6357,Carl Stenders Forlag,56,NULL,NULL,NULL,NULL
6358,Magic Cartoon Publishing,56,NULL,NULL,NULL,NULL
6359,Fremad,56,NULL,NULL,NULL,NULL
6360,Pirat,56,NULL,NULL,NULL,NULL
6361,Dansk Flygtningehjælp,56,NULL,NULL,NULL,NULL
6362,Forlaget Casa,56,NULL,NULL,NULL,NULL
6363,Vendelkær,56,NULL,NULL,NULL,NULL
6364,Dansk Brandteknisk Institut,56,NULL,NULL,NULL,NULL
6365,Litoperm,56,NULL,NULL,NULL,NULL
6366,Jul. Gjellerups Forlag,56,NULL,NULL,NULL,NULL
6367,Aben Maler,56,2005,NULL,NULL,http://abenmaler.dk/
6368,Forlaget d. 7. Himmel,56,NULL,NULL,NULL,NULL
6369,Forlaget Viking,56,NULL,NULL,NULL,NULL
6370,Crown Gummed Paper,56,NULL,NULL,NULL,NULL
6371,Ungdomsmissionens Vänner,56,NULL,NULL,NULL,NULL
6372,Lademann,56,NULL,NULL,NULL,NULL
6373,De Unges Forlag,56,NULL,NULL,NULL,NULL
6374,Tiden,56,NULL,NULL,NULL,NULL
6375,Obelisk,56,NULL,NULL,NULL,NULL
6376,Bonnier Carlsen [DK],56,1992,2008,Most of Bonnier Carlsen in Denmark was sold to Egmont in 2007 and the rest of it to Cobolt in 2008.,NULL
6377,Chr. Eriksens,56,NULL,NULL,NULL,NULL
6378,Omega,56,NULL,NULL,NULL,NULL
6379,Det Danske Bibelselskab Haase,56,NULL,NULL,NULL,NULL
6380,JNP,56,NULL,NULL,NULL,NULL
6381,Institut for Organisation og Arbejdssociologi,56,NULL,NULL,NULL,NULL
6383,Flink Comics,56,NULL,NULL,NULL,NULL
6384,Forlaget Billed-romantik,56,NULL,NULL,NULL,NULL
6385,Slå Højt,56,NULL,NULL,NULL,NULL
6387,Runepress,56,NULL,NULL,NULL,NULL
6388,Høner,56,1988,2000,Owned by Thomas Berger,NULL
6389,Tellerup,56,NULL,NULL,NULL,NULL
6390,Prior,56,NULL,NULL,NULL,NULL
6391,Arks Forlag,56,NULL,NULL,NULL,NULL
6392,Samlerens,56,NULL,NULL,NULL,NULL
6393,Reitzel,56,NULL,NULL,NULL,NULL
6394,Arkitektens Forlag,56,NULL,NULL,NULL,NULL
6395,Bergs Forlag,56,NULL,NULL,NULL,NULL
6396,Unitas,56,NULL,NULL,NULL,NULL
6397,Aktiv Vesten,56,NULL,NULL,NULL,NULL
6398,Facet,56,NULL,NULL,NULL,NULL
6399,Trykken,56,NULL,NULL,NULL,NULL
6400,Stofkampbevægelsen,56,NULL,NULL,NULL,NULL
6401,LFS NYT,56,NULL,NULL,NULL,NULL
6402,Klitlyngs Bog- og Kunstforlag,56,NULL,NULL,NULL,NULL
6403,Munksgaard,56,NULL,NULL,NULL,NULL
6404,Rosenholm Billedskole,56,NULL,NULL,NULL,NULL
6405,Storm P.-museet,56,NULL,NULL,NULL,NULL
6406,Gyldendalske Boghandel,56,NULL,NULL,NULL,NULL
6407,JMG Comics,225,2008,2008,NULL,NULL
6408,Eddie Campbell,75,1982,NULL,NULL,NULL
6409,Lindhart & Ringhof,56,NULL,NULL,NULL,NULL
6410,Stribeladen,56,NULL,NULL,NULL,NULL
6411,Forlaget Sejd,56,1973,1994,NULL,NULL
6412,SK-Forlag,56,NULL,NULL,NULL,NULL
6414,Donna,56,NULL,NULL,NULL,NULL
6415,Brøndum,56,NULL,NULL,NULL,NULL
6416,Forlaget Holme,56,NULL,NULL,NULL,NULL
6417,Mellemfolkeligt Samvirke,56,NULL,NULL,NULL,NULL
6418,Ultima,56,1992,1995,NULL,NULL
6419,Chiquita,56,NULL,NULL,NULL,NULL
6420,Forum,56,NULL,NULL,NULL,NULL
6421,Basilisk,56,NULL,NULL,NULL,NULL
6422,Branner,56,NULL,NULL,NULL,NULL
6423,Hernov,56,NULL,NULL,NULL,NULL
6424,Wisby & Wilkens,56,NULL,NULL,NULL,NULL
6425,Kunst og Kultur,56,NULL,NULL,NULL,NULL
6426,Det Hoffenbergske Etablissement,56,NULL,NULL,NULL,NULL
6427,Nunatak,56,NULL,NULL,NULL,NULL
6428,Huset's Forlag Århus,56,NULL,NULL,NULL,NULL
6429,Intercomic Press,56,NULL,NULL,NULL,NULL
6430,Future Comics,56,NULL,NULL,NULL,NULL
6431,Dansk Amatør Press,56,NULL,NULL,NULL,NULL
6432,Gyden,56,NULL,NULL,NULL,NULL
6433,Bogklubben Dansk Undergrund,56,NULL,NULL,NULL,NULL
6434,Den Blå Bil,56,NULL,NULL,NULL,NULL
6435,Mangismo,56,NULL,NULL,NULL,NULL
6436,Københavns Bogforlag,56,NULL,NULL,NULL,NULL
6437,Gaveforlaget,56,NULL,NULL,NULL,NULL
6438,Branner og Korch,56,NULL,NULL,NULL,NULL
6439,International Production,56,NULL,NULL,NULL,NULL
6440,Tegneserieklubben Asterix,56,NULL,NULL,NULL,NULL
6441,Beredsskabsstyrelsen,56,NULL,NULL,NULL,NULL
6442,Informations Forlag,56,NULL,NULL,NULL,NULL
6443,Atlantic,56,NULL,NULL,NULL,NULL
6444,Eksem Comics,56,NULL,NULL,NULL,NULL
6445,Carit Andersen,56,NULL,NULL,NULL,NULL
6446,Det Danske Missionsselskab,56,NULL,NULL,NULL,NULL
6447,Stavnsager,56,NULL,NULL,NULL,NULL
6448,Cool Comics,56,NULL,NULL,NULL,NULL
6449,De Forenede Forlag,56,NULL,NULL,NULL,NULL
6450,Bonaventura,56,NULL,NULL,NULL,NULL
6451,Roskilde Bogcafe,56,NULL,NULL,NULL,NULL
6452,Lokal færdselssikkerhed i Roskilde amt,56,NULL,NULL,NULL,NULL
6453,Bob Lynch,75,1990,1992,NULL,NULL
6454,Vigmostad & Bjørke,160,NULL,NULL,NULL,NULL
6455,Fourth Estate,75,NULL,NULL,NULL,http://www.harpercollins.co.uk/about-harpercollins/Imprints/4th_Estate/Pages/4th_Estate.aspx
6456,Norske Skog,160,NULL,NULL,NULL,NULL
6457,Electric Soup Press Ltd,75,1989,1992,Company set up in Glasgow Scotland to publish Electric Soup comic.,NULL
6458,Great Big Comics,225,2008,NULL,NULL,http://www.greatbigcomics.com/
6459,Cap-Up Studios,225,1993,1993,Astoria NY publisher,NULL
6460,Ink and Feather Comics,225,1991,1991,Herscher IL publisher,NULL
6461,FAL,225,1992,1992,"FAL stands for ""Filmmakers at Large.""",NULL
6462,Essence Comics,225,1993,1993,NULL,NULL
6463,Jim Blanchard,225,1982,NULL,"Seattle-based painter and illustrator. He has self-published several publications at least some under the publisher names ""Beef Eye"" and ""Teat Horn.""",http://www.jimblanchard.com/index.html
6464,Prophesy Comics,225,1993,1993,South Haven MI publisher.,NULL
6465,Visionary Perspective,225,1993,1993,NULL,NULL
6466,Onli Studios,225,1992,1992,Chicago IL publisher.,NULL
6467,Cross Word Comics,225,1993,1993,Oklahoma City OK publisher.,NULL
6468,Tri-Globe International,225,1992,1992,NULL,NULL
6469,Storm Productions,225,1993,1993,NULL,NULL
6470,Crap-Head Press,225,1997,1997,NULL,NULL
6471,Jonathan Cape,75,1921,NULL,Founded by Jonathan Cape and Wren Howard. Bought by Random House in 1987.,http://www.randomhouse.co.uk/about-us/about-us/companies/uk-companies-and-imprints/vintage-publishing/jonathan-cape
6472,Abalone Press,225,1993,1993,Chicago IL publisher.,NULL
6473,Saturn Comics,225,1993,1993,NULL,NULL
6474,Zim Graphics,225,1993,1993,Chester MD publisher.,NULL
6475,Planet Boy Comics,225,1993,1993,NULL,NULL
6476,Blackmore,225,1993,1995,NULL,NULL
6477,Grazing Dinosaur Press,225,1983,NULL,Start date is an estimate.,NULL
6478,Kynde og Frey,56,NULL,NULL,NULL,NULL
6479,Ekstrabladets Forlag,56,NULL,NULL,NULL,NULL
6480,Robin Bougie and Maxine Frank,36,2008,NULL,Self-publisher for Vancouver B.C. Canada cartoonists Robin Bougie and Maxine Frank,http://dandydevildog.livejournal.com/
6481,Robin Bougie,36,2007,NULL,Self-publisher for Vancouver B.C. Canada cartoonist Robin Bougie,http://bougieman.livejournal.com/
6483,Martini Comics,225,1992,1992,NULL,NULL
6484,Afrocentric Comic Books,225,1993,1993,Moriches NY publisher,NULL
6485,Bad Habit,225,1993,1993,Chico CA publisher.,NULL
6486,Editora O Lutador,29,1928,NULL,Started printing books for the Catholic Church in 1928.,http://www.olutador.com.br/
6487,Cargo,159,NULL,NULL,Onderdeel van uitgeverij De Bezige Bij.,NULL
6488,Cartoon AID,159,1989,NULL,NULL,NULL
6489,Cartoon Creation,20,1990,1992,NULL,NULL
6490,Stripwinkel Cartoon,159,2007,2007,NULL,NULL
6491,Cash,159,1977,1977,NULL,NULL
6492,Streamline,75,1949,1961,Primarily known for paperback books and reprints of American comic books.,NULL
6493,MBS Publishing,75,1993,1993,Liverpool UK publisher.,NULL
6494,Runaway Graphics,225,1993,1993,Sarasota FL publisher.,NULL
6495,Spoon Ink,225,1993,1993,NULL,NULL
6496,Carl Hungness,225,1988,1988,Speedway IN publisher,NULL
6497,Reckless Visions,225,1993,1993,NULL,NULL
6498,Ferry Tail Studio,225,1993,1993,Dayton OH publisher.,NULL
6499,Cheshire Iguana Publications,225,1993,1993,Madison WI publisher.,NULL
6500,Man's World,75,1953,1954,NULL,NULL
6501,Grafikskolan i Stockholm,189,NULL,NULL,NULL,http://www.grafikskolan.se/
6502,Serieplaneten,189,2009,NULL,NULL,http://serieplaneten.se/
6503,Prokla-Media,160,NULL,NULL,Prokla-Media Grimerud Gård 2312 Ottestad. Org.nr. NO 935 453 925,http://www.proklamedia.no/
6504,Succeed Comics,225,1993,1993,Jackson MS publisher.,NULL
6505,May Fly Publications,225,1993,1994,NULL,NULL
6506,B Comics,225,1993,1995,Austin TX publisher.,NULL
6507,Legend Comics,225,1993,1993,Ft. Collins CO publisher.,NULL
6508,CLG Comics,225,1993,1994,Seattle WA publisher.,NULL
6509,Allied Comics,225,1994,1994,Utica NY publisher.,NULL
6510,Arcomics,225,1993,1993,Elyria OH publisher.,NULL
6511,Destiny Publications,225,1993,1993,NULL,NULL
6512,Bundeszentrale für politische Bildung,54,1952,NULL,NULL,http://www.bpb.de/
6513,Fyns Stiftmuseum,56,1988,1988,NULL,NULL
6514,Fredriksberg Bladets Forlag,56,NULL,NULL,NULL,NULL
6515,Palbe,56,NULL,NULL,NULL,NULL
6516,Sigvaldis,56,NULL,NULL,NULL,NULL
6517,Nyt Dansk Forlag,56,NULL,NULL,NULL,NULL
6518,Forlaget Keesing,56,NULL,NULL,NULL,NULL
6519,TM's Forlag,56,NULL,NULL,NULL,NULL
6520,Kamo Trading,56,NULL,NULL,NULL,NULL
6521,Plagiat,56,NULL,NULL,NULL,NULL
6522,Lamberth,56,NULL,NULL,NULL,NULL
6523,Rosenkilde & Bagger,56,NULL,NULL,NULL,NULL
6524,Forlaget Forlæns,56,2003,NULL,NULL,http://www.forlaens.dk/
6525,Morgenavisen Jyllands-Posten,56,NULL,NULL,NULL,NULL
6526,Militærnægterskolen i Gjellebro,56,NULL,NULL,NULL,NULL
6527,Billedskolen i Tvillingehallen,56,NULL,NULL,NULL,NULL
6528,Forlaget Viva,56,NULL,NULL,NULL,NULL
6529,Nationaltidende,56,NULL,NULL,NULL,NULL
6531,Klitrose,56,NULL,NULL,NULL,NULL
6532,Troubador Press,225,1981,NULL,Troubador Press385 Fremont StreetSan Francisco CA 94105,NULL
6533,Fantasy House,225,1973,1973,Hollywood CA publisher.  A division of Publishers Direct Limited.,NULL
6534,TOOG,159,2003,2006,Samenwerking tussen uitgeverij Talent (België) en Oog & Blik (Nederland).,NULL
6535,Tony Raiola,225,1982,2003,Long Beach CA publisher.,NULL
6536,Counter Culture Comix,225,1993,1993,NULL,NULL
6537,Black Eye Books,225,1992,1992,NULL,NULL
6538,Anarchy Press,225,1993,1994,Bellingham WA publisher,NULL
6539,Spit Wad Press,225,1993,1993,Conway AR publisher.,NULL
6540,Rabid Comics,225,1997,1997,NULL,NULL
6541,Island Easel Imagination,36,1993,1994,NULL,NULL
6542,Red Tape Comics,225,1993,1993,NULL,NULL
6543,Michael David Productions,225,1992,1992,Wadsworth OH publisher.,NULL
6544,Dakin,225,1983,1984,Toy company made Tarzan toys in 1983-84 to accompany the movie Greystoke(?).  Printed minicomics to include with action figures.  TARZAN is one.  Imprint is FUN FARM by Dakin.  Based in San Francisco CA.,NULL
6545,Living Waters,225,2001,NULL,"Publish religious tracts including a minicomic (all pictures no words) called ""International"" (name from web site) suitable for any reader or non-reader.  Based in Bellflower CA.",http://livingwaters.com/
6546,Valid Angel Comics,225,1993,1993,NULL,NULL
6547,Renaissance Comics,225,1993,1994,Richmond VA publisher.,NULL
6548,Images & Realities,225,1993,1993,Blue Island Ill publisher.,NULL
6549,Sphinx Productions,36,1989,1989,NULL,NULL
6550,LOOP,160,NULL,NULL,NULL,http://www.loop.no/
6551,Coop NKL BA,160,NULL,NULL,NULL,NULL
6552,Miljöförvaltningen i Malmö stad,189,2009,NULL,NULL,http://www.malmo.se/
6553,Big Pull Press,225,2001,NULL,Self-publishing imprint of artist Jeff Jacklin.,http://www.jeffsmusclestudio.com/
6554,Pokus Forlag,160,NULL,NULL,Pokus Forlag Tromsø.,NULL
6555,BB/Art Komiks,53,2001,NULL,NULL,http://www.bbart.cz/katalog.asp?co=novinky
6556,VHD Diffusion,29,1983,1996,NULL,NULL
6557,Unicorn Comics CZ,53,1997,NULL,NULL,NULL
6558,Trieste,29,1968,1972,NULL,NULL
6559,Semic-Slovart,53,1991,NULL,NULL,NULL
6561,Devir Livraria,29,1994,NULL,NULL,http://www.devir.com.br/
6562,Dom Komiksu,173,2005,NULL,NULL,NULL
6563,Aksoy Yayıncılık,216,1999,NULL,NULL,NULL
6564,Publicaciones Herrerías,150,1936,1968,"Publicaciones Herrerías editaba el periódico Novedades. En 1936 empezó a publicar la sección de comics titulada ""Chamaco"" que se convirtió en revista en octubre de ese mismo año.",NULL
6565,Alaffinity,225,1993,1996,Concord CA publisher.,NULL
6566,Real Deal Productions,225,1989,1996,Los Angeles CA publisher founded by Lawrence Hubbard and H. P. McElwee.,http://www.realdealcomix.com/
6567,Distorted Reflections,225,1993,1994,NULL,NULL
6568,CoreToons,225,1992,1992,Brooklyn NY publisher.,NULL
6569,Parasight,225,1993,1993,NULL,NULL
6570,Mark A. Thomas,225,1993,1993,NULL,NULL
6571,Annruel Studios,225,1993,1993,Portland ME publisher.,NULL
6572,Jarvis Publishing,225,1993,1993,NULL,NULL
6573,Orbital,225,1994,1994,NULL,NULL
6574,Artifacts Inc.,225,1993,1993,Danville VA publisher.,NULL
6575,Black Swan Comics,225,1993,2000,NULL,NULL
6576,Reoccurring Images,225,1993,1993,NULL,NULL
6577,INKS Comics,225,1993,1993,Chico CA publisher.,NULL
6578,Editora Saber,29,1969,1997,NULL,http://www.editorasaber.com.br/
6579,Division Publishing,225,1993,1997,Fremont IN publisher.,NULL
6580,Mariah Graphics,225,1993,1993,Richton Park IL publisher.,NULL
6581,Chiasmus,225,1993,1994,Kalamazoo MI publisher.,NULL
6582,Cracked Pepper,225,1993,1993,NULL,NULL
6583,Fulcrum Books,225,NULL,NULL,NULL,NULL
6584,Five Star Comics,225,1993,1998,Coloma MI publisher.,NULL
6585,Polestar Comics,225,1993,1993,NULL,NULL
6586,Marmara Çizgi,216,2009,NULL,NULL,NULL
6587,Mucha Comics,173,2007,NULL,NULL,http://www.muchacomics.com/
6588,Baykuş Kitap,216,2008,NULL,NULL,NULL
6589,U-FISK forlag,160,NULL,NULL,U-Fisk Atelier Østre Strandgate 45 4610 Kristiansand S.,NULL
6590,Spinner Rack Comics,225,2005,NULL,NULL,http://www.spinnerrackcomics.com/
6591,Creative Edge,225,NULL,NULL,NULL,NULL
6592,Starscreem Comics,225,1993,1994,NULL,NULL
6593,MCS Press,225,1993,1994,NULL,NULL
6594,Beatnik Productions,225,1993,1993,East Orange NJ publisher.,NULL
6595,Labyrinth Comics,225,1993,1993,Bermuda FL publisher.,NULL
6596,NGNG Studios,225,1995,1998,Bedford NY publisher.,NULL
6597,Radical Comix,225,1993,1994,Lithia Springs GA publisher.,NULL
6598,Rough Cut Productions,225,1994,1994,NULL,NULL
6599,Spire Studios,225,1993,1993,San Diego CA publisher.,NULL
6600,Wooly Comix,225,1993,1993,NULL,NULL
6601,Debutante Warriors,225,1994,1994,NULL,NULL
6602,HoocLyne Entertainment,36,1993,1994,NULL,NULL
6603,Maine Stream Comics,225,1992,1993,NULL,NULL
6604,Austen Press,225,1994,1994,Rochester NY publisher.,NULL
6605,Flatline,225,1993,1995,Washington DC publisher.,NULL
6606,Positiv Förlag,189,2009,NULL,NULL,http://www.positivforlag.se/
6607,King Comics,225,1994,1994,NULL,NULL
6608,Hambalan Press,92,NULL,NULL,NULL,NULL
6609,Polyventura Entertainment Group,225,1994,1994,Portland ME publisher.,NULL
6610,Renegade Tribe Publishing,225,1994,1994,NULL,NULL
6611,Super Crew Comics,225,1994,1994,NULL,NULL
6612,Excalibur Media Arts,225,1993,1993,NULL,NULL
6613,A Wave Blue World,225,2006,2007,NULL,http://www.awaveblueworld.com/
6614,Flashpoint Comics,225,1994,1994,NULL,NULL
6615,HCOM,225,1994,1994,Jefferson Valley NY publisher.,NULL
6616,Hyper Jump,225,1994,1994,NULL,NULL
6617,KOTK Publishing,225,1994,1994,Philadelphia PA publisher.,NULL
6618,Kinetic Comics,225,1994,1994,North Hollywood CA publisher.,NULL
6619,Madheart Productions,225,1994,1994,NULL,NULL
6620,Mt. Wilson,225,1994,1996,Oklahoma City OK publisher.,NULL
6621,Visual Assault,225,1994,1994,NULL,NULL
6622,International Humor Advisory Council,225,1993,1993,Lompoc CA publisher.,NULL
6623,Endeavor Comics,225,1994,1994,NULL,NULL
